InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579885,21888,BINGO SET,1,2011-11-30 17:37,3.75,15444.0,United Kingdom
546123,47566,PARTY BUNTING,4,2011-03-09 14:49,4.95,16419.0,United Kingdom
541845,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-01-23 12:41,1.25,15167.0,United Kingdom
549276,21930,JUMBO STORAGE BAG SKULLS,5,2011-04-07 13:11,2.08,16745.0,United Kingdom
537879,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2010-12-09 8:34,7.95,14243.0,United Kingdom
538167,21181,PLEASE ONE PERSON METAL SIGN,4,2010-12-09 18:58,2.1,14713.0,United Kingdom
565151,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-09-01 14:29,1.25,16923.0,United Kingdom
577615,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-11-21 10:22,1.25,12658.0,Germany
580298,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-02 13:54,2.08,17086.0,United Kingdom
571231,22191,IVORY DINER WALL CLOCK,2,2011-10-14 14:22,8.5,15856.0,United Kingdom
573897,21263,GREEN GOOSE FEATHER TREE 60CM,4,2011-11-01 14:29,1.95,16729.0,United Kingdom
540977,21947,SET OF 6 HEART CHOPSTICKS,5,2011-01-12 15:01,1.28,,United Kingdom
574308,35953,FOLKART STAR CHRISTMAS DECORATIONS,24,2011-11-03 16:45,0.39,16409.0,United Kingdom
544338,21843,RED RETROSPOT CAKE STAND,2,2011-02-18 8:47,10.95,12852.0,United Kingdom
580115,21934,SKULL SHOULDER BAG,4,2011-12-01 16:22,1.63,,United Kingdom
576236,22274,FELTCRAFT DOLL EMILY,1,2011-11-14 13:31,2.95,13755.0,United Kingdom
578022,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,2011-11-22 13:25,7.95,17371.0,United Kingdom
571280,22154,ANGEL DECORATION 3 BUTTONS ,10,2011-10-16 13:08,0.42,18122.0,United Kingdom
570219,22383,LUNCH BAG SUKI DESIGN ,6,2011-10-09 12:44,1.65,16809.0,United Kingdom
541104,85174,S/4 CACTI CANDLES,1,2011-01-13 14:29,4.13,,United Kingdom
560841,23087,ZINC  HEART T-LIGHT HOLDER,16,2011-07-21 12:25,1.04,14298.0,United Kingdom
554644,47590B,PINK HAPPY BIRTHDAY BUNTING,2,2011-05-25 12:34,5.45,15311.0,United Kingdom
574659,23202,JUMBO BAG VINTAGE LEAF,2,2011-11-06 11:44,2.08,16942.0,United Kingdom
547044,22151,PLACE SETTING WHITE HEART,24,2011-03-20 11:33,0.42,14071.0,United Kingdom
549023,20707,CRAZY DAISY HEART DECORATION,1,2011-04-05 16:27,0.83,,United Kingdom
564187,23200,JUMBO BAG PEARS,2,2011-08-23 15:24,2.08,15005.0,United Kingdom
574319,22423,REGENCY CAKESTAND 3 TIER,48,2011-11-03 19:15,10.95,15482.0,United Kingdom
578147,23332,IVORY WICKER HEART LARGE,3,2011-11-23 11:09,1.65,12748.0,United Kingdom
548542,22076,6 RIBBONS EMPIRE  ,12,2011-03-31 18:05,1.65,13918.0,United Kingdom
568409,23342,MINT DINER WALL CLOCK,2,2011-09-27 10:41,8.5,15701.0,United Kingdom
555322,20711,JUMBO BAG TOYS ,1,2011-06-02 11:01,4.13,,United Kingdom
564166,22983,CARD BILLBOARD FONT,12,2011-08-23 13:40,0.42,15089.0,United Kingdom
576089,23229,VINTAGE DONKEY TAIL GAME ,6,2011-11-14 8:56,3.75,17663.0,United Kingdom
560145,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-07-15 11:04,4.95,13381.0,United Kingdom
C563536,M,Manual,-1,2011-08-17 11:39,413.68,,United Kingdom
576686,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-11-16 12:08,3.75,16916.0,United Kingdom
579170,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-28 14:26,0.55,17811.0,United Kingdom
539295,22834,HAND WARMER BABUSHKA DESIGN,96,2010-12-16 16:54,0.85,13767.0,United Kingdom
554808,23200,JUMBO BAG PEARS,2,2011-05-26 13:01,2.08,17059.0,United Kingdom
552333,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-05-09 10:38,0.55,15039.0,United Kingdom
578149,48187,DOORMAT NEW ENGLAND,1,2011-11-23 11:11,12.46,,United Kingdom
566482,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-09-13 9:43,4.95,16609.0,United Kingdom
567818,22474,SPACEBOY TV DINNER TRAY,1,2011-09-22 12:41,4.95,14395.0,United Kingdom
551014,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-04-26 11:04,2.95,13209.0,United Kingdom
567280,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,120,2011-09-19 11:46,2.1,14646.0,Netherlands
540418,21670,BLUE SPOT CERAMIC DRAWER KNOB,4,2011-01-07 11:04,2.51,,United Kingdom
581191,21408,SPOTTY PINK DUCK DOORSTOP,1,2011-12-07 16:56,1.95,17449.0,United Kingdom
541422,22210,WOOD STAMP SET BEST WISHES,2,2011-01-17 17:48,1.63,,United Kingdom
547022,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,2011-03-18 15:44,3.75,17961.0,United Kingdom
547567,21156,RETROSPOT CHILDRENS APRON,8,2011-03-24 9:44,1.95,17644.0,United Kingdom
575337,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2011-11-09 14:11,2.1,17867.0,United Kingdom
564038,22633,HAND WARMER UNION JACK,12,2011-08-22 12:32,2.1,16555.0,United Kingdom
563093,84946,ANTIQUE SILVER T-LIGHT GLASS,5,2011-08-11 17:28,2.46,,United Kingdom
536557,21259,VICTORIAN SEWING BOX SMALL ,4,2010-12-01 14:41,5.95,17841.0,United Kingdom
538509,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2010-12-12 13:37,0.85,14413.0,United Kingdom
577825,22378,WALL TIDY RETROSPOT ,5,2011-11-22 9:42,2.1,17453.0,United Kingdom
550329,22595,GINGHAM HEART DECORATION,12,2011-04-17 13:20,0.85,13951.0,United Kingdom
576687,85099B,JUMBO BAG RED RETROSPOT,3,2011-11-16 12:13,2.08,13558.0,United Kingdom
556091,22089,PAPER BUNTING VINTAGE PAISLEY,4,2011-06-08 15:25,4.13,,United Kingdom
539593,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2010-12-20 13:31,3.75,13319.0,United Kingdom
569843,23067,HANGING ENGRAVED METAL HEART,1,2011-10-06 13:29,4.15,14449.0,United Kingdom
563709,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,6,2011-08-18 15:17,1.25,15472.0,United Kingdom
557603,21243,PINK  POLKADOT PLATE ,8,2011-06-21 12:02,1.69,16526.0,United Kingdom
566450,22727,ALARM CLOCK BAKELIKE RED ,8,2011-09-12 16:12,3.75,15673.0,United Kingdom
561502,22960,JAM MAKING SET WITH JARS,6,2011-07-27 14:14,4.25,14305.0,United Kingdom
556932,22031,BOTANICAL LAVENDER BIRTHDAY CARD,1,2011-06-15 15:41,0.83,,United Kingdom
571465,23343,JUMBO BAG VINTAGE CHRISTMAS ,7,2011-10-17 14:29,2.08,14830.0,United Kingdom
576091,90214G,"LETTER ""G"" BLING KEY RING",6,2011-11-14 9:00,1.25,16779.0,United Kingdom
560434,22273,FELTCRAFT DOLL MOLLY,1,2011-07-18 15:56,5.79,,United Kingdom
579399,21535,RED RETROSPOT SMALL MILK JUG,1,2011-11-29 12:09,2.55,13137.0,United Kingdom
540968,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,2011-01-12 13:40,3.25,17338.0,United Kingdom
579001,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2011-11-27 16:19,0.85,15555.0,United Kingdom
576025,23169,CLASSIC GLASS COOKIE JAR,4,2011-11-13 14:34,4.15,13232.0,United Kingdom
538040,85227,SET OF 6 3D KIT CARDS FOR KIDS,3,2010-12-09 13:08,0.85,16520.0,United Kingdom
543399,22380,TOY TIDY SPACEBOY  ,1,2011-02-08 11:07,4.13,,United Kingdom
538071,20777,CHRYSANTHEMUM NOTEBOOK,1,2010-12-09 14:09,3.36,,United Kingdom
536633,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-02 11:20,0.55,14901.0,United Kingdom
547568,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-24 9:50,3.95,13341.0,United Kingdom
580115,22617,BAKING SET SPACEBOY DESIGN,2,2011-12-01 16:22,10.79,,United Kingdom
550327,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-04-17 13:07,4.15,12878.0,United Kingdom
578824,23476,WOODLAND LARGE RED FELT HEART,5,2011-11-25 14:02,1.25,17883.0,United Kingdom
571418,22068,BLACK PIRATE TREASURE CHEST,2,2011-10-17 12:35,1.65,16412.0,United Kingdom
570465,21555,CERAMIC STRAWBERRY TRINKET TRAY,2,2011-10-10 16:02,2.46,,United Kingdom
564256,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-08-24 10:45,0.39,14796.0,United Kingdom
553036,21889,WOODEN BOX OF DOMINOES,12,2011-05-13 8:09,1.25,15129.0,United Kingdom
575127,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-11-08 14:26,1.69,13695.0,United Kingdom
575902,22334,DINOSAUR PARTY BAG + STICKER SET,8,2011-11-11 15:20,1.65,15544.0,United Kingdom
567670,22701,PINK DOG BOWL,1,2011-09-21 15:32,2.46,,United Kingdom
556636,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-06-13 15:30,2.92,,United Kingdom
570232,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-10-09 13:58,4.25,14040.0,United Kingdom
543117,22467,GUMBALL COAT RACK,6,2011-02-03 13:30,2.55,12464.0,Belgium
573904,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-11-01 14:54,4.95,14505.0,United Kingdom
540785,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,144,2011-01-11 11:39,3.39,12557.0,Spain
537823,85066,CREAM SWEETHEART MINI CHEST,3,2010-12-08 14:25,25.49,,United Kingdom
549154,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-04-06 16:47,7.95,17690.0,United Kingdom
556682,22440,BALLOON WATER BOMB PACK OF 35,20,2011-06-14 9:42,0.42,15358.0,United Kingdom
566600,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-09-13 15:41,0.55,13704.0,United Kingdom
576255,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-11-14 14:09,0.42,15993.0,United Kingdom
536847,22065,CHRISTMAS PUDDING TRINKET POT ,24,2010-12-03 9:31,1.45,17135.0,United Kingdom
552854,21725,SWEETIES  STICKERS,12,2011-05-11 15:16,0.85,14748.0,United Kingdom
577150,22730,ALARM CLOCK BAKELIKE IVORY,2,2011-11-18 9:48,8.29,,United Kingdom
569481,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-10-04 12:43,2.49,15255.0,United Kingdom
549746,23206,LUNCH BAG APPLE DESIGN,100,2011-04-12 10:38,1.45,15251.0,United Kingdom
544778,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2011-02-23 12:03,2.1,14978.0,United Kingdom
580727,21983,PACK OF 12 BLUE PAISLEY TISSUES ,1,2011-12-05 17:17,0.83,14096.0,United Kingdom
581166,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,3,2011-12-07 14:43,0.79,15525.0,United Kingdom
556058,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-08 13:54,2.08,13985.0,United Kingdom
580385,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,2,2011-12-04 10:11,1.25,16326.0,United Kingdom
550474,22858,EASTER TIN KEEPSAKE,2,2011-04-18 13:58,3.29,,United Kingdom
553527,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-05-17 14:57,2.55,15123.0,United Kingdom
551151,48138,DOORMAT UNION FLAG,4,2011-04-26 14:38,7.95,18144.0,United Kingdom
575075,23341,PINK DINER WALL CLOCK,1,2011-11-08 13:19,8.5,13975.0,United Kingdom
552290,22027,TEA PARTY BIRTHDAY CARD,12,2011-05-08 13:32,0.42,16007.0,United Kingdom
563111,23209,LUNCH BAG VINTAGE DOILEY ,10,2011-08-12 11:08,1.65,15249.0,United Kingdom
537301,22233,JIGSAW RABBIT AND BIRDHOUSE,2,2010-12-06 11:38,1.65,15860.0,United Kingdom
559678,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-07-11 14:43,1.45,16033.0,United Kingdom
556108,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-06-08 17:59,4.13,,United Kingdom
545176,22619,SET OF 6 SOLDIER SKITTLES,1,2011-02-28 14:19,0.0,,United Kingdom
540947,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,24,2011-01-12 12:43,1.69,15939.0,United Kingdom
570249,22560,TRADITIONAL MODELLING CLAY,24,2011-10-10 8:58,1.25,17509.0,United Kingdom
554652,79321,CHILLI LIGHTS,2,2011-05-25 12:56,5.75,,United Kingdom
560562,21260,FIRST AID TIN,6,2011-07-19 13:34,3.25,15713.0,United Kingdom
577106,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-11-17 17:18,0.42,14456.0,United Kingdom
573382,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-10-30 14:15,4.25,17655.0,United Kingdom
554018,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-20 13:15,1.95,17644.0,United Kingdom
563590,22969,HOMEMADE JAM SCENTED CANDLES,696,2011-08-17 20:02,1.7,17450.0,United Kingdom
571476,23311,VINTAGE CHRISTMAS STOCKING ,4,2011-10-17 14:51,2.55,13546.0,United Kingdom
577526,22983,CARD BILLBOARD FONT,12,2011-11-20 13:39,0.42,16513.0,United Kingdom
542360,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-01-27 12:40,2.95,14701.0,United Kingdom
548529,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-31 16:56,1.69,18223.0,United Kingdom
566495,23266,SET OF 3 WOODEN STOCKING DECORATION,3,2011-09-13 11:14,1.25,15529.0,United Kingdom
578999,21159,MOODY BOY  DOOR HANGER ,1,2011-11-27 16:08,0.39,17595.0,United Kingdom
545901,20760,GARDEN PATH POCKET BOOK,3,2011-03-07 17:52,0.85,15834.0,United Kingdom
550636,22384,LUNCH BAG PINK POLKADOT,2,2011-04-19 15:37,4.13,,United Kingdom
538113,85185B,PINK HORSE SOCK PUPPET,6,2010-12-09 15:29,2.95,15811.0,United Kingdom
573808,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-11-01 11:29,1.65,14419.0,United Kingdom
543029,82578,KITCHEN METAL SIGN,12,2011-02-02 15:13,0.55,13576.0,United Kingdom
563178,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-08-12 14:12,1.65,16011.0,United Kingdom
544657,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-02-22 13:08,8.95,14895.0,United Kingdom
565014,22383,LUNCH BAG SUKI DESIGN ,30,2011-08-31 16:28,1.65,16180.0,United Kingdom
555848,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-06-07 13:31,2.95,16081.0,United Kingdom
571931,22067,CHOC TRUFFLE GOLD TRINKET POT ,1,2011-10-19 16:59,3.29,,United Kingdom
542349,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-01-27 12:10,165.0,15513.0,United Kingdom
559052,21882,SKULLS TAPE,2,2011-07-05 16:53,1.63,,United Kingdom
570187,21175,GIN + TONIC DIET METAL SIGN,1,2011-10-07 15:09,4.96,,United Kingdom
545400,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-03-02 12:03,1.25,17048.0,United Kingdom
554650,23209,LUNCH BAG DOILEY PATTERN ,20,2011-05-25 12:54,1.65,12681.0,France
562534,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-08-05 14:49,0.42,14031.0,United Kingdom
547358,22432,WATERING CAN PINK BUNNY,2,2011-03-22 12:25,1.95,15998.0,United Kingdom
574298,85066,CREAM SWEETHEART MINI CHEST,1,2011-11-03 15:56,24.96,,United Kingdom
537672,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-08 9:30,9.95,13050.0,United Kingdom
550995,20726,LUNCH BAG WOODLAND,30,2011-04-26 8:33,1.65,16722.0,United Kingdom
571034,84078A,SET/4 WHITE RETRO STORAGE CUBES ,2,2011-10-13 12:47,39.95,12359.0,Cyprus
553387,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-05-16 16:33,58.29,,United Kingdom
548744,21114,LAVENDER SCENTED FABRIC HEART,10,2011-04-04 12:07,1.25,17725.0,United Kingdom
575602,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-11-10 12:27,2.1,17059.0,United Kingdom
570093,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-07 11:55,0.95,18096.0,United Kingdom
580729,79066K,RETRO MOD TRAY,1,2011-12-05 17:24,1.63,,United Kingdom
579001,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-11-27 16:19,1.65,15555.0,United Kingdom
579449,23201,JUMBO BAG ALPHABET,100,2011-11-29 13:57,1.79,17101.0,United Kingdom
547816,21925,UNION STRIPE CUSHION COVER ,1,2011-03-25 14:30,1.25,12748.0,United Kingdom
571508,22815,CARD PSYCHEDELIC APPLES,9,2011-10-17 15:27,0.42,,United Kingdom
575017,23489,VINTAGE BELLS GARLAND,1,2011-11-08 11:25,2.89,17219.0,United Kingdom
568346,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-09-26 15:28,1.63,14096.0,United Kingdom
571061,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-10-13 14:33,5.79,,United Kingdom
580360,23350,ROLL WRAP VINTAGE SPOT ,12,2011-12-02 16:14,1.25,14493.0,United Kingdom
569360,23535,WALL ART BICYCLE SAFTEY ,2,2011-10-03 14:59,5.95,14653.0,United Kingdom
540785,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,144,2011-01-11 11:39,3.39,12557.0,Spain
569331,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-03 13:39,4.95,16875.0,United Kingdom
569545,46776E,WOVEN CANDY CUSHION COVER ,3,2011-10-04 16:37,4.13,,United Kingdom
536862,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2010-12-03 11:13,5.91,,United Kingdom
578924,22551,PLASTERS IN TIN SPACEBOY,8,2011-11-27 12:10,1.65,16983.0,United Kingdom
567298,21495,SKULLS AND CROSSBONES WRAP,125,2011-09-19 12:29,0.42,12497.0,Germany
575739,23340,VINTAGE CHRISTMAS CAKE FRILL,1,2011-11-11 9:05,3.29,,United Kingdom
542431,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-28 10:28,1.25,12853.0,United Kingdom
546417,22659,LUNCH BOX I LOVE LONDON,10,2011-03-13 10:48,1.95,14800.0,United Kingdom
569220,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-10-02 13:26,0.55,16007.0,United Kingdom
580402,23523,WALL ART TREASURE AHOY ,1,2011-12-04 11:55,3.75,13536.0,United Kingdom
581496,22544,MINI JIGSAW SPACEBOY,48,2011-12-09 10:20,0.19,16558.0,United Kingdom
565800,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2011-09-07 10:23,0.85,14911.0,EIRE
568135,23203,JUMBO BAG VINTAGE DOILY ,2,2011-09-23 17:04,4.13,,United Kingdom
573131,23536,VILLAGE SHOW WALL ART,4,2011-10-27 16:44,5.95,15622.0,United Kingdom
580508,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,2,2011-12-04 13:45,0.85,,United Kingdom
553930,20725,LUNCH BAG RED RETROSPOT,10,2011-05-20 10:22,1.65,13178.0,United Kingdom
574898,20726,LUNCH BAG WOODLAND,10,2011-11-07 15:07,1.65,16242.0,United Kingdom
571328,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2011-10-17 11:27,0.39,12473.0,Germany
540355,84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-01-06 15:11,8.47,,United Kingdom
567721,21906,PHARMACIE FIRST AID TIN,32,2011-09-22 10:38,5.95,12409.0,Switzerland
568314,23439,HAND WARMER RED LOVE HEART,2,2011-09-26 12:58,2.1,14387.0,United Kingdom
545999,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-03-08 14:44,0.42,13089.0,United Kingdom
541695,21025,SPACE FROG,2,2011-01-20 18:01,0.83,,United Kingdom
574251,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-11-03 13:22,8.5,18205.0,United Kingdom
561783,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-07-29 12:50,0.42,16062.0,United Kingdom
549646,21888,BINGO SET,4,2011-04-11 11:51,3.75,12982.0,United Kingdom
553850,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-19 12:59,2.95,18075.0,United Kingdom
554511,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-05-24 15:52,4.13,,United Kingdom
546670,22696,WICKER WREATH LARGE,2,2011-03-15 15:37,1.95,13451.0,United Kingdom
563210,23109,PACK OF SIX LED TEA LIGHTS,2,2011-08-14 12:27,2.89,16466.0,United Kingdom
566560,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,2011-09-13 12:09,4.95,17092.0,United Kingdom
540979,22469,HEART OF WICKER SMALL,1,2011-01-12 15:06,1.65,15727.0,United Kingdom
552563,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-10 11:54,1.65,17597.0,United Kingdom
565445,23334,IVORY WICKER HEART SMALL,86,2011-09-04 14:50,0.63,13548.0,United Kingdom
571268,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-10-16 12:06,2.89,15351.0,United Kingdom
575930,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-11-11 17:58,5.79,,United Kingdom
571554,22727,ALARM CLOCK BAKELIKE RED ,7,2011-10-18 9:13,8.29,,United Kingdom
538995,22120,WELCOME  WOODEN BLOCK LETTERS,6,2010-12-15 12:05,9.95,13458.0,United Kingdom
545667,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-03-04 16:07,1.63,,United Kingdom
575517,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-11-10 10:49,4.95,14562.0,United Kingdom
563571,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,3,2011-08-17 14:58,2.95,15541.0,United Kingdom
580677,22834,HAND WARMER BABUSHKA DESIGN,3,2011-12-05 14:40,2.1,16200.0,United Kingdom
567183,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-09-18 15:32,0.85,14769.0,United Kingdom
572096,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2,2011-10-20 15:20,1.25,16813.0,United Kingdom
550458,22270,HAPPY EASTER HANGING DECORATION,1,2011-04-18 13:13,7.46,,United Kingdom
559418,23242,TREASURE TIN BUFFALO BILL ,6,2011-07-08 11:36,2.08,12681.0,France
566290,20725,LUNCH BAG RED RETROSPOT,1,2011-09-11 15:24,1.65,14456.0,United Kingdom
547051,22728,ALARM CLOCK BAKELIKE PINK,4,2011-03-20 12:06,3.75,12902.0,United Kingdom
579187,22064,PINK DOUGHNUT TRINKET POT ,3,2011-11-28 15:31,3.29,,United Kingdom
578787,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-25 12:10,4.95,13589.0,United Kingdom
578551,22816,CARD MOTORBIKE SANTA,12,2011-11-24 15:05,0.42,12937.0,United Kingdom
543099,22629,SPACEBOY LUNCH BOX ,320,2011-02-03 12:00,1.65,16684.0,United Kingdom
564061,23029,DRAWER KNOB CRACKLE GLAZE GREEN,4,2011-08-22 14:38,1.65,14505.0,United Kingdom
575477,23480,MINI LIGHTS WOODLAND MUSHROOMS,2,2011-11-09 16:14,7.46,,United Kingdom
568716,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,2011-09-28 16:13,2.46,,United Kingdom
543909,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-02-14 12:32,2.46,,United Kingdom
552520,84978,HANGING HEART JAR T-LIGHT HOLDER,23,2011-05-09 16:34,2.46,,United Kingdom
539836,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2010-12-22 13:46,4.95,17894.0,United Kingdom
553035,21877,HOME SWEET HOME MUG,1,2011-05-12 20:13,1.25,17337.0,United Kingdom
556892,23169,CLASSIC GLASS SWEET JAR,2,2011-06-15 12:50,4.15,17581.0,United Kingdom
538566,21982,PACK OF 12 SUKI TISSUES ,1,2010-12-13 11:21,0.85,,United Kingdom
546423,22855,FINE WICKER HEART ,1,2011-03-13 12:39,1.25,14502.0,United Kingdom
578852,22754,SMALL RED BABUSHKA NOTEBOOK ,2,2011-11-27 11:12,0.85,17841.0,United Kingdom
578940,21154,RED RETROSPOT OVEN GLOVE ,7,2011-11-27 13:18,3.29,,United Kingdom
573390,23551,PACK OF 12 PAISLEY PARK TISSUES ,24,2011-10-30 14:53,0.39,17213.0,United Kingdom
558877,23290,SPACEBOY CHILDRENS BOWL,1,2011-07-04 13:50,1.25,17841.0,United Kingdom
537823,20832,RED FLOCK LOVE HEART PHOTO FRAME,1,2010-12-08 14:25,1.66,,United Kingdom
559816,21877,HOME SWEET HOME MUG,1,2011-07-12 16:11,3.29,,United Kingdom
564059,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-22 14:35,2.55,15796.0,United Kingdom
561236,84596L,BISCUITS SMALL BOWL LIGHT BLUE,32,2011-07-26 10:27,0.42,15159.0,United Kingdom
565847,47566b,TEA TIME PARTY BUNTING,6,2011-09-07 12:44,8.29,,United Kingdom
547647,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-03-24 11:43,0.55,15144.0,United Kingdom
577504,23583,LUNCH BAG PAISLEY PARK  ,6,2011-11-20 12:36,1.65,14159.0,United Kingdom
546426,22084,PAPER CHAIN KIT EMPIRE,6,2011-03-13 13:46,2.95,13708.0,United Kingdom
553670,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-18 12:28,0.29,14407.0,United Kingdom
566408,23216,LAUREL HEART ANTIQUE GOLD,36,2011-09-12 13:43,1.25,16984.0,United Kingdom
539053,85130D,BEADED CRYSTAL HEART PINK LARGE,1,2010-12-15 16:32,1.65,16725.0,United Kingdom
549976,21915,RED  HARMONICA IN BOX ,12,2011-04-13 14:39,1.25,15855.0,United Kingdom
575128,84926D,LA PALMIERA TILE COASTER,24,2011-11-08 14:27,0.29,16837.0,United Kingdom
C564899,21787,RAIN PONCHO RETROSPOT,-144,2011-08-31 11:31,0.65,14646.0,Netherlands
537641,84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,1,2010-12-07 15:32,11.02,,United Kingdom
577980,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-11-22 12:24,8.25,16330.0,United Kingdom
545587,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-03-04 9:46,0.55,14796.0,United Kingdom
575321,22227,HANGING HEART MIRROR DECORATION ,8,2011-11-09 13:34,0.65,15311.0,United Kingdom
553908,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-05-19 18:28,2.55,18177.0,United Kingdom
577148,85174,S/4 CACTI CANDLES,16,2011-11-18 9:43,4.25,13941.0,United Kingdom
557273,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-19 11:44,4.95,16050.0,United Kingdom
580400,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,12,2011-12-04 11:50,1.25,16561.0,United Kingdom
